,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_PH_TANK1.1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_PH_TANK1.2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_HEAT_CH01,PHOS_FIRE_TEMP_HEAT_CH02,PHOS_FIRE_TEMP_HEAT_CH03,PHOS_FIRE_TEMP_HEAT_CH04,PHOS_FIRE_TEMP_KEEP_CH01,PHOS_FIRE_TEMP_KEEP_CH02,PHOS_FIRE_TEMP_KEEP_CH03,PHOS_FIRE_TEMP_KEEP_CH04,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_TEMP_HEAT1_CH01,DIELEC_FIRE_TEMP_HEAT1_CH02,DIELEC_FIRE_TEMP_HEAT1_CH03,DIELEC_FIRE_TEMP_HEAT2_CH01,DIELEC_FIRE_TEMP_HEAT2_CH02,DIELEC_FIRE_TEMP_HEAT2_CH03,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_KEEP_CH03,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID,MC_2AG_2RTD,MC_3BUS_1DEVELOP,MC_6PHOS_2G_2DRY,MC_6PHOS_4FIRE,MC_4DIELEC_1FIRE,LOT_ID,PANEL_ID
2828,46.2,138.0,78.0,101.8,373.8,391.8,45.6,92.0,59.9168,62.3274,61.5116,23.3579,9.1994,31.1,6.5485,34.22,2.0315,2.0593,47.4,139.9,106.5,54.6,30.7,31.8,83.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,372.0,4096.0,4018.0,4445.0,2502.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,581.0,572.0,532.0,2030.0,2182.0,3510.0,3276.0,3203.0,3139.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-09,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-09,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-09
2829,46.0,139.0,78.0,102.9,371.3,336.2,43.7,92.0,60.5,63.1,62.7059,23.4918,9.2,31.4,6.55,34.9,2.028,2.0,46.5,138.8,104.9,51.1,35.3,34.2,80.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,371.0,4143.0,4016.0,4484.0,2507.0,296.0,342.0,349.0,455.0,454.0,474.0,572.0,582.0,572.0,536.0,2027.0,2319.0,3555.0,3296.0,3205.0,3148.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-10,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-10,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-10
2830,45.9,137.0,76.9,101.0,348.7,355.1,44.8,90.9,60.8629,61.3856,62.132,23.5,9.2,30.8,6.55,35.3,2.0255,2.2944,46.6,138.9,111.0,56.4,30.1,32.7,84.0,393.0,405.0,419.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,371.0,3656.0,4182.0,4459.0,2585.0,296.0,343.0,350.0,454.0,453.0,473.0,568.0,582.0,570.0,536.0,2013.0,2168.0,3507.0,3267.0,3127.0,3217.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-11,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-11,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-11
2831,45.7,137.0,78.4,100.0,320.2,406.8,44.3,104.7,62.6587,65.0327,64.2615,23.5,9.2,30.8,6.55,35.3,2.0287,1.9988,46.6,138.7,106.3,58.0,30.0,34.6,81.8,392.0,404.0,420.0,439.0,480.0,480.0,480.0,475.0,443.0,391.0,369.0,4122.0,3986.0,4457.0,2516.0,297.0,342.0,349.0,454.0,453.0,472.0,573.0,583.0,575.0,535.0,2147.0,2165.0,3275.0,3835.0,3048.0,2891.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-12,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-12,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-12
2832,45.2,138.0,77.0,101.0,272.7,440.7,45.2,92.0,60.6352,60.1,62.8,23.4,9.1995,30.8747,6.55,33.2055,2.0282,2.0578,46.5,138.9,110.4,56.5,29.4,32.3,83.8,395.0,407.0,422.0,443.0,480.0,480.0,480.0,475.0,443.0,392.0,371.0,4138.0,4004.0,4437.0,2529.0,296.0,341.0,349.0,454.0,454.0,473.0,568.0,581.0,572.0,530.0,2163.0,2152.0,3534.0,3328.0,3222.0,3163.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-13,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-13,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-13
2833,44.0,138.0,78.0,103.0,323.0,436.0,27.5,92.0,60.9116,61.5349,60.2326,23.4,9.1995,31.3395,6.55,34.7733,2.0219,2.0607,47.5,140.4,111.8,52.5,24.9,35.4,83.4,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,393.0,371.0,4077.0,3969.0,4452.0,2483.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,575.0,536.0,2158.0,2135.0,3358.0,3867.0,3033.0,2959.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-14,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-14,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-14
2834,46.0,139.0,78.0,103.0,407.3,365.7,44.7,93.0,60.3226,60.5462,60.7172,23.2,9.2,31.2,6.54,34.6,2.0352,2.0014,45.7,138.1,104.4,53.9,28.7,32.2,80.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,371.0,3732.0,4050.0,4463.0,2573.0,296.0,342.0,349.0,455.0,453.0,473.0,568.0,582.0,571.0,534.0,1989.0,2142.0,3475.0,3227.0,3124.0,3590.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-15,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-15,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-15
2835,46.1,139.0,80.0,104.0,375.1,378.1,42.8,93.0,59.9936,60.6,61.65,23.3011,9.1991,30.9,6.5501,34.4181,2.0248,1.9939,48.3,140.3,110.9,58.7,26.0,37.1,84.0,393.0,404.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,372.0,3640.0,4087.0,4469.0,2588.0,296.0,342.0,349.0,454.0,453.0,473.0,571.0,582.0,571.0,532.0,2030.0,2171.0,3468.0,3357.0,3201.0,3125.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-16,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-16,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-16
2836,45.2,138.0,78.0,101.7,367.2,327.6,46.0,91.0,60.691,60.6,61.9551,23.4281,9.1991,30.8124,6.5492,33.7551,2.0328,2.06,46.0,137.8,104.7,53.2,24.0,31.0,81.5,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,393.0,372.0,4073.0,3987.0,4412.0,2485.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,534.0,2069.0,2168.0,3407.5,3491.0,3132.0,3136.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-17,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-17,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-17
2837,45.2,138.0,77.0,101.8,336.6,410.8,46.3,92.0,61.4309,60.5402,62.5361,23.3711,9.1995,30.7918,6.5501,32.2557,2.0336,2.06,46.7,138.6,101.3,56.5,28.2,32.4,81.3,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,372.0,4098.0,3981.0,4454.0,2496.0,296.0,341.0,348.0,454.0,452.0,472.0,575.0,581.0,574.0,534.0,2145.0,2170.0,3380.0,3822.0,3048.0,2895.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-18,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-18,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-18
2838,46.0,138.0,77.1,101.1,381.3,383.5,45.7,92.0,59.9,63.0825,62.9825,23.3588,9.1995,31.0866,6.5486,34.1567,2.0302,2.0562,47.5,139.6,111.6,57.2,28.3,32.6,84.2,393.0,404.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,393.0,372.0,3681.0,4072.0,4469.0,2604.0,296.0,342.0,349.0,455.0,453.0,474.0,571.0,581.0,577.0,538.0,2117.0,2151.0,3255.0,4001.0,3030.0,2967.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-19,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-19,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-19
2839,46.9,138.0,78.0,101.0,379.3,366.8,44.3,93.0,61.489,61.601000000000006,60.7,23.5,9.1995,30.564,6.5494,34.865,2.0295,2.0601,46.5,138.9,106.6,49.5,32.7,34.8,81.7,393.0,404.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,392.0,372.0,3670.0,4082.0,4472.0,2611.0,296.0,342.0,349.0,453.0,453.0,473.0,570.0,581.0,570.0,534.0,2039.0,2172.0,3502.0,3373.0,3199.0,3144.0,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-20,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-20,1호기,2호기,2호기,3호기,2호기,LOT-242,PNL-20
2840,46.0,139.0,79.0,103.0,333.8,410.0,43.0,93.0,61.286,61.6409,61.1634,23.4161,9.1989,30.4731,6.5502,32.2527,2.0257,2.0638,47.5,139.3,106.8,58.0,29.7,33.3,82.5,392.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,393.0,373.0,4105.0,4018.0,4445.0,2507.0,296.0,342.0,349.0,454.0,452.0,472.0,574.0,582.0,577.0,537.0,2158.0,2146.0,3334.0,3948.0,3101.0,2877.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-01,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-01,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-01
2841,45.1,138.0,76.0,101.0,351.9,366.3,45.6,93.0,60.3404,60.45,61.4394,23.4255,9.2,30.8,6.55,35.3,2.0341,2.0068,45.4,138.3,104.9,57.5,29.3,32.2,80.6,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,372.0,3664.0,4089.0,4493.0,2601.0,296.0,342.0,349.0,454.0,453.0,473.0,573.0,582.0,574.0,537.0,2142.0,2117.0,3372.0,3836.0,3144.0,2892.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-02,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-02,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-02
2842,46.0,138.0,79.0,102.0,393.0,336.5,44.0,92.0,60.4232,61.7,61.1929,23.5,9.1997,30.6848,6.5484,34.6475,2.0262,2.0574,46.8,139.0,111.0,55.8,28.7,32.7,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,371.0,3647.0,4106.0,4476.0,2586.0,297.0,343.0,349.0,454.0,453.0,473.0,572.0,582.0,573.0,537.0,2150.0,2187.0,3321.0,3898.0,3095.0,2907.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-03,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-03,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-03
2843,46.0,138.0,77.0,101.0,367.0,394.0,41.6,95.0,59.9544,62.0,59.2777,23.5,9.1997,30.6505,6.5502,34.6864,2.0327,2.0568,47.3,140.0,109.2,55.6,28.8,32.6,82.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,394.0,373.0,3663.0,4058.0,4523.0,2594.0,296.0,342.0,349.0,454.0,453.0,472.0,572.0,582.0,573.0,533.0,2030.0,2157.0,3510.0,3388.0,3203.0,3242.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-04,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-04,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-04
2844,45.1,139.0,78.0,101.0,387.1,333.0,44.4,92.0,60.8236,60.8528,60.9551,23.4831,9.2,31.4,6.55,34.9,2.0312,1.9988,47.2,139.7,109.2,55.7,30.3,32.9,83.0,394.0,406.0,421.0,441.0,480.0,480.0,480.0,475.0,445.0,392.0,370.0,3648.0,4104.0,4472.0,2580.0,297.0,343.0,348.0,454.0,453.0,473.0,575.0,582.0,578.0,537.0,2186.0,2116.0,3314.0,3898.0,3109.0,2938.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-05,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-05,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-05
2845,43.3,138.0,77.3,102.3,314.8,446.5,48.0,92.0,62.0293,63.0152,61.1304,23.4011,9.1996,31.3391,6.5486,34.6065,2.0259,2.0563,48.0,140.0,110.1,58.0,28.8,32.7,84.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,372.0,3631.0,4081.0,4423.0,2576.0,296.0,342.0,348.0,454.0,453.0,473.0,572.0,582.0,572.0,537.0,2167.0,2170.0,3258.0,3813.0,3032.0,2995.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-06,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-06,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-06
2846,46.0,138.0,78.1,101.1,399.5,328.2,45.4,92.0,61.4517,61.8,61.6876,23.4798,9.2,31.4,6.55,34.9,2.0293,1.9946,47.2,139.3,107.8,57.2,28.6,33.0,82.3,392.0,405.0,419.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,371.0,3648.0,4090.0,4677.0,2596.0,296.0,341.0,348.0,454.0,452.0,471.0,575.0,583.0,577.0,534.0,2157.0,2148.0,3347.0,3830.0,3108.0,2886.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-07,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-07,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-07
2847,47.0,138.0,79.0,101.0,357.0,398.0,40.2,93.0,60.2784,61.4,61.1761,23.4511,9.2,31.4,6.55,34.9,2.0244,2.0051,47.7,139.8,108.2,55.3,31.0,32.5,83.0,393.0,405.0,421.0,441.0,480.0,480.0,480.0,475.0,445.0,392.0,371.0,4094.0,4004.0,4478.0,2522.0,296.0,342.0,349.0,454.0,453.0,473.0,572.0,582.0,571.0,532.0,2099.0,2188.0,3458.0,3365.0,3213.0,3145.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-08,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-08,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-08
2848,44.1,139.0,78.0,103.0,290.5,382.0,42.3,92.0,61.1386,64.0091,64.1739,23.5,9.2,31.4,6.55,34.9,2.0288,1.9973,46.5,138.8,104.9,51.1,35.3,34.2,80.8,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,391.0,371.0,4143.0,4016.0,4484.0,2507.0,297.0,342.0,349.0,454.0,453.0,473.0,575.0,581.0,575.0,539.0,2139.0,2127.0,3280.0,3928.0,3104.0,2978.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-09,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-09,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-09
2849,45.8,138.0,77.9,102.0,392.2,322.3,45.0,92.0,60.5461,61.3,61.8,23.5,9.1991,30.8775,6.5499,33.7393,2.0262,2.0636,48.7,141.0,112.3,51.1,30.5,33.2,85.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,439.0,390.0,370.0,4093.0,4019.0,4481.0,2499.0,296.0,342.0,349.0,454.0,453.0,473.0,573.0,581.0,574.0,534.0,2355.0,2117.0,3310.0,3892.0,3143.0,3244.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-10,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-10,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-10
2850,46.0,138.0,76.9,100.3,373.1,373.5,44.9,93.1,60.8,60.9704,61.0,23.3867,9.2,30.8,6.55,35.3,2.0,1.9964,45.9,138.1,104.6,60.2,36.0,31.2,82.0,393.0,405.0,420.0,439.0,480.0,480.0,480.0,475.0,444.0,392.0,369.0,4090.0,3957.0,4429.0,2502.0,295.0,341.0,348.0,456.0,455.0,475.0,569.0,581.0,571.0,536.0,1992.0,2190.0,3422.0,3318.0,3450.0,3220.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-11,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-11,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-11
2851,45.0,138.0,77.0,101.2,328.4,419.8,45.0,92.0,60.6527,61.5892,61.2323,23.5,9.1995,31.3,6.5504,34.9817,2.0272,2.0615,48.0,140.8,111.3,59.1,34.8,36.8,84.5,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,372.0,4116.0,4024.0,4443.0,2520.0,295.0,341.0,349.0,453.0,453.0,473.0,574.0,582.0,576.0,535.0,2141.0,2159.0,3334.0,3822.0,3024.0,3022.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-12,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-12,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-12
2852,46.0,139.0,77.6,101.8,319.1,403.0,41.2,92.0,59.8275,64.52199999999999,64.5,23.4286,9.2,31.1,6.55,34.8,2.024,1.9975,47.0,139.9,107.5,53.6,30.2,31.7,82.2,394.0,405.0,420.0,440.0,479.0,480.0,480.0,475.0,445.0,392.0,371.0,4138.0,4025.0,4485.0,2537.0,296.0,342.0,349.0,455.0,454.0,474.0,569.0,583.0,573.0,531.0,2026.0,2173.0,3478.0,3362.0,3216.0,3168.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-13,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-13,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-13
2853,46.0,139.0,76.1,102.0,362.1,326.1,43.8,92.0,61.0677,60.1806,60.4634,23.4602,9.2,31.4,6.55,34.9,2.0265,2.0031,47.5,139.9,109.1,59.7,27.2,33.3,82.6,393.0,405.0,420.0,441.0,480.0,480.0,480.0,475.0,444.0,392.0,370.0,3645.0,4090.0,4479.0,2573.0,296.0,342.0,348.0,454.0,453.0,473.0,575.0,582.0,572.0,536.0,2113.0,2174.0,3235.0,4087.0,3041.0,2964.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-14,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-14,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-14
2854,46.0,139.0,78.0,102.1,355.4,377.2,47.8,92.9,60.1,60.3711,61.1918,23.4268,9.2,31.4,6.55,34.9,2.0287,1.9975,47.6,140.0,107.7,56.3,31.5,32.3,83.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,393.0,371.0,3650.0,4076.0,4452.0,2589.0,296.0,342.0,349.0,454.0,453.0,473.0,570.0,581.0,575.0,534.0,2003.0,2207.0,3489.0,3764.0,3131.0,3225.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-15,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-15,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-15
2855,47.0,132.0,77.0,102.0,385.0,385.0,42.0,91.0,63.291000000000004,61.7472,60.7,23.5,9.2,30.8,6.55,35.3,2.0292,2.2437,47.2,139.7,109.2,55.7,30.3,32.9,83.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,442.0,393.0,371.0,3649.0,4081.0,4444.0,2581.0,296.0,342.0,348.0,454.0,452.0,473.0,573.0,582.0,575.0,535.0,2176.0,2116.0,3313.0,3954.0,3088.0,2965.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-16,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-16,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-16
2856,46.9,139.0,78.9,101.1,350.4,387.4,44.3,93.0,59.98,61.6147,60.7389,23.5,9.2,31.4,6.55,34.9,2.03,1.9947,48.6,141.0,111.0,54.4,32.4,36.7,84.0,393.0,405.0,420.0,440.0,481.0,480.0,480.0,475.0,445.0,395.0,375.0,3632.0,4076.0,4477.0,2682.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,581.0,574.0,533.0,2028.0,2193.0,3433.0,3268.0,3234.0,3154.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-17,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-17,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-17
2857,46.0,138.0,76.9,100.3,377.0,345.0,44.5,91.1,60.9099,61.1,61.3264,23.4253,9.2,31.1,6.55,34.8,2.0284,1.9982,44.4,139.5,112.0,54.1,31.7,33.6,84.7,394.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,371.0,4116.0,4007.0,4474.0,2498.0,296.0,342.0,349.0,454.0,453.0,473.0,574.0,583.0,573.0,531.0,2120.0,2144.0,3324.0,3938.0,3024.0,2993.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-18,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-18,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-18
2858,44.1,139.0,77.9,102.9,332.2,408.1,45.0,90.0,60.5,60.4471,64.1,23.5082,9.2,31.4,6.55,34.9,2.0244,2.01,45.5,138.2,106.6,57.2,31.0,36.1,80.7,393.0,405.0,420.0,439.0,480.0,480.0,480.0,475.0,446.0,394.0,373.0,3635.0,4265.0,4487.0,2590.0,296.0,341.0,349.0,455.0,453.0,473.0,569.0,582.0,568.0,531.0,2057.0,2155.0,3533.0,3335.0,3224.0,3589.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-19,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-19,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-19
2859,44.7,138.0,76.7,101.3,381.3,352.0,47.0,93.7,60.1276,61.2448,61.1733,23.3067,9.1995,31.5095,6.5487,35.1505,2.0322,1.9858,46.2,138.4,105.3,59.2,29.5,36.0,81.7,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,444.0,392.0,370.0,4072.0,4011.0,4430.0,2488.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,582.0,572.0,536.0,2039.0,2180.0,3508.0,3254.0,3131.0,3140.0,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-20,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-20,1호기,2호기,2호기,2호기,2호기,LOT-243,PNL-20
2860,46.0,139.0,80.0,102.0,358.5,361.6,44.8,94.0,60.9914,60.2613,61.6624,23.1333,9.2,31.0,6.55,32.3,2.0284,2.0216,45.4,138.8,104.3,59.8,30.0,35.3,80.7,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,445.0,393.0,371.0,3641.0,4074.0,4431.0,2629.0,296.0,342.0,349.0,454.0,453.0,473.0,569.0,582.0,574.0,535.0,2016.0,2192.0,3415.0,3305.0,3184.0,3120.0,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-01,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-01,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-01
2861,46.0,139.0,80.0,102.0,354.0,354.0,41.9,93.0,61.199,60.6,61.2219,23.3067,9.2,32.0,6.55,34.5,2.0274,2.0077,47.7,139.8,108.3,58.0,32.4,33.0,83.3,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,442.0,390.0,370.0,3646.0,4061.0,4445.0,2589.0,296.0,342.0,349.0,455.0,452.0,473.0,570.0,581.0,573.0,535.0,2126.0,2187.0,3415.0,3315.0,3158.0,3199.0,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-02,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-02,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-02
2862,46.0,138.0,75.0,100.0,363.0,396.0,41.8,93.0,59.743,60.1054,61.6656,23.3914,9.2,30.8,6.55,35.3,2.0253,1.9967,47.9,141.0,115.5,53.6,33.0,33.1,85.1,394.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,393.0,372.0,4105.0,4006.0,4472.0,2502.0,296.0,341.0,348.0,455.0,454.0,473.0,575.0,584.0,572.0,529.0,2055.0,2188.0,3418.0,3353.0,3140.0,3205.0,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-03,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-03,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-03
2863,46.0,138.0,78.0,103.0,326.0,359.0,42.5,94.0,59.9,61.0511,60.0,23.1386,9.1985,30.7648,6.55,33.667,2.03,2.0513,46.0,139.0,107.4,50.6,29.2,32.1,82.0,393.0,405.0,420.0,440.0,480.0,480.0,480.0,475.0,443.0,392.0,372.0,4063.0,3987.0,4422.0,2501.0,296.0,342.0,349.0,454.0,453.0,473.0,573.0,582.0,576.0,538.0,2142.0,2117.0,3214.0,3783.0,3434.0,2928.0,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-04,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-04,2호기,1호기,1호기,2호기,2호기,LOT-244,PNL-04
